index,"city","state","population","violent_crime",murder,"rape_revised_definition",rape_legacy_definition,"robbery","aggravated_assault","violent_crime_rate_per_100_000",murder_rate_per_100_000_people,"rape_new_rate","rape_old_rate","robbery_rate","aggravated_assault_rate"
8203,"geary","OK","1,292","5",0,"0",NULL,"1","4","387",0,"0","0","77.4","309.6"
8204,"deadwood","SD","1,292","4",0,"0",NULL,"0","4","309.6",0,"0","0","0","309.6"
8205,"byhalia","MS","1,291","3",0,NULL,0,"1","2","232.38",0,"0","0","77.46","154.92"
8206,"calverton park","MO","1,291","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8207,"asotin","WA","1,290","1",0,"0",NULL,"0","1","77.52",0,"0","0","0","77.52"
8208,"oran","MO","1,290","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8209,"hurley","NM","1,290","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8210,"waymart","PA","1,286","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8211,"hampton","AR","1,285","7",0,"0",NULL,"1","6","544.75",0,"0","0","77.82","466.93"
8212,"pinconning","MI","1,285","1",0,"0",NULL,"0","1","77.82",0,"0","0","0","77.82"
8213,"mooreland","OK","1,285","1",0,"0",NULL,"0","1","77.82",0,"0","0","0","77.82"
8214,"eastport","ME","1,284","3",0,NULL,1,"0","2","233.64",0,"0","77.88","0","155.76"
8215,"weber city","VA","1,282","1",0,"1",NULL,"0","0","78",0,"78","0","0","0"
8216,"diaz","AR","1,281","2",0,"0",NULL,"0","2","156.13",0,"0","0","0","156.13"
8217,"salineville","OH","1,281","2",0,"0",NULL,"0","2","156.13",0,"0","0","0","156.13"
8218,"hurt","VA","1,281","1",0,"0",NULL,"0","1","78.06",0,"0","0","0","78.06"
8219,"mount airy","GA","1,280","1",0,NULL,0,"0","1","78.13",0,"0","0","0","78.13"
8220,"houston","PA","1,280","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8221,"highland township","PA","1,279","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8222,"brown city","MI","1,275","3",0,"2",NULL,"0","1","235.29",0,"156.86","0","0","78.43"
8223,"tower lakes","IL","1,275","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8224,"wallis","TX","1,274","6",0,"0",NULL,"1","5","470.96",0,"0","0","78.49","392.46"
8225,"rush springs","OK","1,273","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8226,"west leechburg","PA","1,272","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8227,"boyd","TX","1,271","9",0,"0",NULL,"1","8","708.1",0,"0","0","78.68","629.43"
8228,"waverly","IL","1,271","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8229,"west buechel","KY","1,270","7",0,"0",NULL,"7","0","551.18",0,"0","0","551.18","0"
8230,"mansfield","MO","1,270","3",0,"0",NULL,"0","3","236.22",0,"0","0","0","236.22"
8231,"dexter","NM","1,270","2",0,NULL,0,"0","2","157.48",0,"0","0","0","157.48"
8232,"whitaker borough","PA","1,270","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8233,"country club hills","MO","1,266","2",0,"0",NULL,"1","1","157.98",0,"0","0","78.99","78.99"
8234,"caraway","AR","1,265","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8235,"craig","AK","1,264","16",0,"0",NULL,"1","15","1,265.82",0,"0","0","79.11","1,186.71"
8236,"onancock","VA","1,263","4",0,"2",NULL,"0","2","316.71",0,"158.35","0","0","158.35"
8237,"beattyville","KY","1,263","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8238,"pierce city","MO","1,263","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8239,"port byron village","NY","1,263","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8240,"chapmanville","WV","1,262","3",0,"0",NULL,"0","3","237.72",0,"0","0","0","237.72"
8241,"clarkton","MO","1,261","11",0,"0",NULL,"0","11","872.32",0,"0","0","0","872.32"
8242,"valmeyer","IL","1,261","2",0,"1",NULL,"0","1","158.6",0,"79.3","0","0","79.3"
8243,"moravia village","NY","1,261","2",0,NULL,0,"0","2","158.6",0,"0","0","0","158.6"
8244,"blue ridge","GA","1,259","1",0,NULL,0,"0","1","79.43",0,"0","0","0","79.43"
8245,"west carroll township","PA","1,258","4",0,"0",NULL,"0","4","317.97",0,"0","0","0","317.97"
8246,"laingsburg","MI","1,258","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8247,"fairview","UT","1,257","1",0,NULL,1,"0","0","79.55",0,"0","79.55","0","0"
8248,"ola","AR","1,256","5",0,"3",NULL,"0","2","398.09",0,"238.85","0","0","159.24"
8249,"lithopolis","OH","1,256","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8250,"st. john","KS","1,255","6",0,"0",NULL,"0","6","478.09",0,"0","0","0","478.09"
8251,"rock port","MO","1,255","4",0,"0",NULL,"1","3","318.73",0,"0","0","79.68","239.04"
8252,"lumber city","GA","1,255","1",0,NULL,0,"1","0","79.68",0,"0","0","79.68","0"
8253,"holly hill","SC","1,254","10",1,"0",NULL,"2","7","797.45",79.74,"0","0","159.49","558.21"
8254,"east carbon","UT","1,254","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8255,"halifax","VA","1,254","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8256,"cavalier","ND","1,252","1",0,"0",NULL,"0","1","79.87",0,"0","0","0","79.87"
8257,"freeman","SD","1,252","1",0,"0",NULL,"0","1","79.87",0,"0","0","0","79.87"
8258,"union township, schuylkill county","PA","1,252","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8259,"beggs","OK","1,251","2",0,"0",NULL,"0","2","159.87",0,"0","0","0","159.87"
8260,"ashland","ME","1,251","1",0,NULL,0,"0","1","79.94",0,"0","0","0","79.94"
8261,"hazel green","WI","1,248","1",0,NULL,0,"0","1","80.13",0,"0","0","0","80.13"
8262,"frisco city","AL","1,246","6",0,"1",NULL,"1","4","481.54",0,"80.26","0","80.26","321.03"
8263,"gretna","VA","1,245","3",1,"0",NULL,"0","2","240.96",80.32,"0","0","0","160.64"
8264,"wetumka","OK","1,244","4",0,"0",NULL,"0","4","321.54",0,"0","0","0","321.54"
8265,"heidelberg","PA","1,244","2",0,"0",NULL,"0","2","160.77",0,"0","0","0","160.77"
8266,"kenton","TN","1,243","1",0,"0",NULL,"0","1","80.45",0,"0","0","0","80.45"
8267,"marion","WI","1,243","1",0,NULL,0,"0","1","80.45",0,"0","0","0","80.45"
8268,"maggie valley","NC","1,242","5",0,NULL,1,"1","3","402.58",0,"0","80.52","80.52","241.55"
8269,"tieton","WA","1,242","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8270,"renovo","PA","1,240","16",0,"0",NULL,"3","13","1,290.32",0,"0","0","241.94","1,048.39"
8271,"victoria","KS","1,240","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8272,"dauphin island","AL","1,239","4",0,"0",NULL,"1","3","322.84",0,"0","0","80.71","242.13"
8273,"barneveld","WI","1,238","5",0,NULL,0,"0","5","403.88",0,"0","0","0","403.88"
8274,"leadwood","MO","1,237","15",0,"0",NULL,"0","15","1,212.61",0,"0","0","0","1,212.61"
8275,"blowing rock","NC","1,237","4",0,NULL,0,"0","4","323.36",0,"0","0","0","323.36"
8276,"rogersville","AL","1,236","5",0,"0",NULL,"0","5","404.53",0,"0","0","0","404.53"
8277,"oglethorpe","GA","1,235","19",0,NULL,0,"2","17","1,538.46",0,"0","0","161.94","1,376.52"
8278,"aragon","GA","1,235","5",0,NULL,0,"1","4","404.86",0,"0","0","80.97","323.89"
8279,"atwood","KS","1,235","2",0,"1",NULL,"0","1","161.94",0,"80.97","0","0","80.97"
8280,"dalton","PA","1,235","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8281,"williamsburg","PA","1,235","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8282,"westfield","WI","1,234","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8283,"st. anne","IL","1,233","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8284,"haven","KS","1,231","3",0,"0",NULL,"0","3","243.7",0,"0","0","0","243.7"
8285,"yale","OK","1,230","2",0,"1",NULL,"0","1","162.6",0,"81.3","0","0","81.3"
8286,"sundance","WY","1,230","1",0,"0",NULL,"0","1","81.3",0,"0","0","0","81.3"
8287,"goodman","MO","1,229","2",0,"0",NULL,"0","2","162.73",0,"0","0","0","162.73"
8288,"brandon-fairwater","WI","1,228","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8289,"spur","TX","1,226","2",0,"0",NULL,"0","2","163.13",0,"0","0","0","163.13"
8290,"egremont","MA","1,224","2",0,NULL,0,"1","1","163.4",0,"0","0","81.7","81.7"
8291,"tye","TX","1,222","4",0,"0",NULL,"1","3","327.33",0,"0","0","81.83","245.5"
8292,"bradenton beach","FL","1,220","2",0,"0",NULL,"0","2","163.93",0,"0","0","0","163.93"
8293,"stockbridge","MI","1,217","7",0,"3",NULL,"0","4","575.18",0,"246.51","0","0","328.68"
8294,"theresa","WI","1,217","1",0,NULL,0,"0","1","82.17",0,"0","0","0","82.17"
8295,"duncansville","PA","1,216","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8296,"scottville","MI","1,214","4",0,"2",NULL,"1","1","329.49",0,"164.74","0","82.37","82.37"
8297,"surf city","NJ","1,214","1",0,NULL,0,"0","1","82.37",0,"0","0","0","82.37"
8298,"lewisville","AR","1,212","2",0,"1",NULL,"0","1","165.02",0,"82.51","0","0","82.51"
8299,"leetsdale","PA","1,212","1",0,"0",NULL,"0","1","82.51",0,"0","0","0","82.51"
8300,"harbor springs","MI","1,211","1",0,"1",NULL,"0","0","82.58",0,"82.58","0","0","0"
8301,"plainview","NE","1,210","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8302,"gettysburg","SD","1,210","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8303,"la vernia","TX","1,209","2",0,"0",NULL,"0","2","165.43",0,"0","0","0","165.43"
8304,"cornersville","TN","1,208","1",0,"0",NULL,"0","1","82.78",0,"0","0","0","82.78"
8305,"florence","TX","1,207","2",0,"0",NULL,"0","2","165.7",0,"0","0","0","165.7"
8306,"brownville","ME","1,204","1",0,NULL,0,"0","1","83.06",0,"0","0","0","83.06"
8307,"ardmore","TN","1,203","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8308,"krotz springs","LA","1,202","10",0,"0",NULL,"0","10","831.95",0,"0","0","0","831.95"
8309,"nortonville","KY","1,201","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8310,"biglerville","PA","1,199","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8311,"homer","IL","1,198","1",0,"0",NULL,"0","1","83.47",0,"0","0","0","83.47"
8312,"boulder","MT","1,197","7",0,"0",NULL,"0","7","584.8",0,"0","0","0","584.8"
8313,"duboistown","PA","1,197","2",0,"2",NULL,"0","0","167.08",0,"167.08","0","0","0"
8314,"new richland","MN","1,197","2",0,"0",NULL,"0","2","167.08",0,"0","0","0","167.08"
8315,"gordonsville","TN","1,196","5",0,"1",NULL,"2","2","418.06",0,"83.61","0","167.22","167.22"
8316,"irvington","KY","1,196","1",0,"0",NULL,"0","1","83.61",0,"0","0","0","83.61"
8317,"mounds","OK","1,196","1",0,"0",NULL,"0","1","83.61",0,"0","0","0","83.61"
8318,"wiconisco township","PA","1,196","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8319,"keenesburg","CO","1,195","3",1,"1",NULL,"0","1","251.05",83.68,"83.68","0","0","83.68"
8320,"la harpe","IL","1,195","2",0,"0",NULL,"0","2","167.36",0,"0","0","0","167.36"
8321,"atwood","IL","1,195","1",0,"0",NULL,"0","1","83.68",0,"0","0","0","83.68"
8322,"sibley","LA","1,195","1",0,"0",NULL,"0","1","83.68",0,"0","0","0","83.68"
8323,"hemphill","TX","1,193","1",0,"0",NULL,"1","0","83.82",0,"0","0","83.82","0"
8324,"lake lure","NC","1,193","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8325,"cool valley","MO","1,192","10",0,"1",NULL,"1","8","838.93",0,"83.89","0","83.89","671.14"
8326,"edmore","MI","1,192","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8327,"lincoln","MO","1,191","2",0,"0",NULL,"0","2","167.93",0,"0","0","0","167.93"
8328,"dale","PA","1,189","7",1,"1",NULL,"0","5","588.73",84.1,"84.1","0","0","420.52"
8329,"boley","OK","1,189","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8330,"palm beach shores","FL","1,188","3",0,"0",NULL,"2","1","252.53",0,"0","0","168.35","84.18"
8331,"archie","MO","1,188","1",0,"0",NULL,"0","1","84.18",0,"0","0","0","84.18"
8332,"independence town","NY","1,188","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8333,"surrey","ND","1,187","3",0,"0",NULL,"0","3","252.74",0,"0","0","0","252.74"
8334,"frankston","TX","1,187","2",0,"1",NULL,"0","1","168.49",0,"84.25","0","0","84.25"
8335,"princeton","WI","1,187","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8336,"warrensburg","IL","1,186","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8337,"bethel township, armstrong county","PA","1,186","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8338,"prosperity","SC","1,185","1",0,"0",NULL,"0","1","84.39",0,"0","0","0","84.39"
8339,"mineral springs","AR","1,182","1",0,"0",NULL,"0","1","84.6",0,"0","0","0","84.6"
8340,"oologah","OK","1,182","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8341,"colbert","OK","1,181","1",0,"0",NULL,"0","1","84.67",0,"0","0","0","84.67"
8342,"albers","IL","1,179","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8343,"alderson","WV","1,179","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8344,"beach haven","NJ","1,178","1",0,NULL,0,"1","0","84.89",0,"0","0","84.89","0"
8345,"kensington village","NY","1,178","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8346,"monteagle","TN","1,177","4",0,"0",NULL,"1","3","339.85",0,"0","0","84.96","254.89"
8347,"augusta","KY","1,177","2",0,"0",NULL,"0","2","169.92",0,"0","0","0","169.92"
8348,"rangeley","ME","1,176","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8349,"marmaduke","AR","1,175","6",0,"0",NULL,"0","6","510.64",0,"0","0","0","510.64"
8350,"boise city","OK","1,174","2",0,"2",NULL,"0","0","170.36",0,"170.36","0","0","0"
8351,"wellsville","MO","1,172","4",0,"0",NULL,"1","3","341.3",0,"0","0","85.32","255.97"
8352,"martindale","TX","1,171","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8353,"hawley","PA","1,169","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8354,"angel fire","NM","1,168","2",0,NULL,0,"0","2","171.23",0,"0","0","0","171.23"
8355,"danvers","IL","1,168","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8356,"greenup","KY","1,167","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8357,"vernon village","NY","1,166","1",0,NULL,0,"0","1","85.76",0,"0","0","0","85.76"
8358,"robbins","NC","1,166","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8359,"valley mills","TX","1,165","5",0,"0",NULL,"2","3","429.18",0,"0","0","171.67","257.51"
8360,"fowler","CO","1,165","1",0,"1",NULL,"0","0","85.84",0,"85.84","0","0","0"
8361,"clay","KY","1,165","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8362,"christiana","PA","1,164","1",0,"0",NULL,"0","1","85.91",0,"0","0","0","85.91"
8363,"colon","MI","1,164","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8364,"cripple creek","CO","1,163","19",0,"1",NULL,"0","18","1,633.71",0,"85.98","0","0","1,547.72"
8365,"divernon","IL","1,163","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8366,"lexington","TX","1,162","5",0,"1",NULL,"0","4","430.29",0,"86.06","0","0","344.23"
8367,"brownville village","NY","1,162","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8368,"ship bottom","NJ","1,160","2",0,NULL,0,"1","1","172.41",0,"0","0","86.21","86.21"
8369,"kingston","IL","1,160","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8370,"cloverport","KY","1,160","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8371,"jefferson township, washington county","PA","1,160","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8372,"pine bluffs","WY","1,159","3",0,"0",NULL,"0","3","258.84",0,"0","0","0","258.84"
8373,"winterville","GA","1,158","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8374,"lonaconing","MD","1,158","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8375,"frazer township","PA","1,157","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8376,"millbourne","PA","1,155","8",0,"0",NULL,"5","3","692.64",0,"0","0","432.9","259.74"
8377,"west kittanning","PA","1,155","1",0,"0",NULL,"0","1","86.58",0,"0","0","0","86.58"
8378,"energy","IL","1,154","3",0,"0",NULL,"0","3","259.97",0,"0","0","0","259.97"
8379,"meeker","OK","1,154","2",0,"0",NULL,"0","2","173.31",0,"0","0","0","173.31"
8380,"malta","IL","1,154","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8381,"martinsville","IL","1,153","9",0,"2",NULL,"0","7","780.57",0,"173.46","0","0","607.11"
8382,"zebulon","GA","1,153","1",0,NULL,0,"1","0","86.73",0,"0","0","86.73","0"
8383,"galeton","PA","1,152","2",0,"0",NULL,"0","2","173.61",0,"0","0","0","173.61"
8384,"new brockton","AL","1,152","1",0,"1",NULL,"0","0","86.81",0,"86.81","0","0","0"
8385,"sykesville","PA","1,151","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8386,"prospect","PA","1,150","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8387,"cave spring","GA","1,149","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8388,"howey-in-the-hills","FL","1,148","1",0,"0",NULL,"0","1","87.11",0,"0","0","0","87.11"
8389,"edina","MO","1,148","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8390,"calvert","TX","1,147","6",0,"0",NULL,"1","5","523.1",0,"0","0","87.18","435.92"
8391,"ohatchee","AL","1,146","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8392,"south palm beach","FL","1,145","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8393,"strum","WI","1,145","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8394,"iron river","WI","1,144","1",0,NULL,0,"0","1","87.41",0,"0","0","0","87.41"
8395,"bowling green","VA","1,144","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8396,"peabody","KS","1,142","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8397,"tatamy","PA","1,141","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8398,"marthasville","MO","1,140","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8399,"bethany beach","DE","1,138","2",0,"1",NULL,"0","1","175.75",0,"87.87","0","0","87.87"
8400,"remerton","GA","1,135","9",0,NULL,2,"3","4","792.95",0,"0","176.21","264.32","352.42"
8401,"rutledge","TN","1,135","3",0,"0",NULL,"0","3","264.32",0,"0","0","0","264.32"
8402,"hamlin","WV","1,133","7",0,"0",NULL,"2","5","617.83",0,"0","0","176.52","441.31"
8403,"knox","PA","1,133","2",0,"1",NULL,"0","1","176.52",0,"88.26","0","0","88.26"
8404,"mexico beach","FL","1,132","9",0,"0",NULL,"0","9","795.05",0,"0","0","0","795.05"
8405,"paducah","TX","1,132","7",0,"0",NULL,"0","7","618.37",0,"0","0","0","618.37"
8406,"thomasboro","IL","1,131","11",0,"0",NULL,"0","11","972.59",0,"0","0","0","972.59"
8407,"cobden","IL","1,130","2",0,"0",NULL,"0","2","176.99",0,"0","0","0","176.99"
8408,"la monte","MO","1,130","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8409,"red boiling springs","TN","1,129","7",0,"0",NULL,"2","5","620.02",0,"0","0","177.15","442.87"
8410,"brookneal","VA","1,123","1",0,"0",NULL,"0","1","89.05",0,"0","0","0","89.05"
8411,"glasgow","MO","1,123","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8412,"shinglehouse","PA","1,121","1",0,"0",NULL,"0","1","89.21",0,"0","0","0","89.21"
8413,"nassau village4","NY","1,119","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8414,"oyster creek","TX","1,118","12",0,"1",NULL,"0","11","1,073.35",0,"89.45","0","0","983.9"
8415,"luxora","AR","1,118","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8416,"rutherford","TN","1,116","7",0,"0",NULL,"0","7","627.24",0,"0","0","0","627.24"
8417,"morton","WA","1,116","2",0,"1",NULL,"0","1","179.21",0,"89.61","0","0","89.61"
8418,"franklin springs","GA","1,116","1",0,NULL,0,"0","1","89.61",0,"0","0","0","89.61"
8419,"cochranton","PA","1,116","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8420,"cole camp","MO","1,114","5",0,"0",NULL,"0","5","448.83",0,"0","0","0","448.83"
8421,"rochelle","GA","1,114","2",0,NULL,0,"2","0","179.53",0,"0","0","179.53","0"
8422,"franconia","NH","1,114","1",0,"0",NULL,"0","1","89.77",0,"0","0","0","89.77"
8423,"white haven borough","PA","1,114","1",0,"0",NULL,"0","1","89.77",0,"0","0","0","89.77"
8424,"heritage creek","KY","1,114","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8425,"dexter village","NY","1,114","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8426,"crocker","MO","1,113","6",0,"0",NULL,"1","5","539.08",0,"0","0","89.85","449.24"
8427,"lovington","IL","1,113","2",0,"1",NULL,"0","1","179.69",0,"89.85","0","0","89.85"
8428,"eureka","MT","1,112","2",0,"0",NULL,"0","2","179.86",0,"0","0","0","179.86"
8429,"bogata","TX","1,111","4",0,"0",NULL,"0","4","360.04",0,"0","0","0","360.04"
8430,"dover","VT","1,111","4",0,"0",NULL,"0","4","360.04",0,"0","0","0","360.04"
8431,"kenmare","ND","1,110","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8432,"south shore","KY","1,109","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8433,"french settlement4","LA","1,108","9",0,"0",NULL,"0","9","812.27",0,"0","0","0","812.27"
8434,"talihina","OK","1,108","5",0,"0",NULL,"0","5","451.26",0,"0","0","0","451.26"
8435,"bull valley","IL","1,108","1",0,"0",NULL,"0","1","90.25",0,"0","0","0","90.25"
8436,"east hampton village","NY","1,108","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8437,"maysville","MO","1,107","3",0,"0",NULL,"1","2","271",0,"0","0","90.33","180.67"
8438,"alexandria bay village4","NY","1,107","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8439,"bally","PA","1,107","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8440,"washington","NH","1,106","2",0,"0",NULL,"0","2","180.83",0,"0","0","0","180.83"
8441,"muncy township","PA","1,106","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8442,"frederic","WI","1,105","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8443,"fruitport","MI","1,104","24",0,"3",NULL,"11","10","2,173.91",0,"271.74","0","996.38","905.8"
8444,"new franklin","MO","1,104","3",0,"0",NULL,"0","3","271.74",0,"0","0","0","271.74"
8445,"ponderay","ID","1,104","1",0,"0",NULL,"0","1","90.58",0,"0","0","0","90.58"
8446,"silver grove","KY","1,104","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8447,"purdy","MO","1,101","2",0,"0",NULL,"0","2","181.65",0,"0","0","0","181.65"
8448,"parachute","CO","1,100","4",0,"1",NULL,"1","2","363.64",0,"90.91","0","90.91","181.82"
8449,"athens","WI","1,100","2",0,NULL,2,"0","0","181.82",0,"0","181.82","0","0"
8450,"center harbor","NH","1,100","1",0,"1",NULL,"0","0","90.91",0,"90.91","0","0","0"
8451,"pembroke","VA","1,098","1",0,"0",NULL,"0","1","91.07",0,"0","0","0","91.07"
8452,"coulee dam","WA","1,098","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8453,"appleton city","MO","1,089","8",0,"0",NULL,"0","8","734.62",0,"0","0","0","734.62"
8454,"cashton","WI","1,089","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8455,"republic","WA","1,086","2",0,"1",NULL,"0","1","184.16",0,"92.08","0","0","92.08"
8456,"obion","TN","1,085","4",0,"0",NULL,"1","3","368.66",0,"0","0","92.17","276.5"
8457,"bradbury","CA","1,084","2",0,NULL,0,"0","2","184.5",0,"0","0","0","184.5"
8458,"northville village","NY","1,084","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8459,"marvell","AR","1,083","2",0,"0",NULL,"1","1","184.67",0,"0","0","92.34","92.34"
8460,"dane","WI","1,083","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8461,"steele","AL","1,081","1",0,"0",NULL,"1","0","92.51",0,"0","0","92.51","0"
8462,"challis","ID","1,081","1",0,"0",NULL,"0","1","92.51",0,"0","0","0","92.51"
8463,"fountain green","UT","1,079","1",0,NULL,0,"0","1","92.68",0,"0","0","0","92.68"
8464,"bellaire","MI","1,079","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8465,"neville township","PA","1,079","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8466,"stover","MO","1,078","10",0,"0",NULL,"0","10","927.64",0,"0","0","0","927.64"
8467,"banner elk","NC","1,078","1",0,NULL,0,"0","1","92.76",0,"0","0","0","92.76"
8468,"lone jack","MO","1,077","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8469,"town creek","AL","1,075","5",0,"0",NULL,"3","2","465.12",0,"0","0","279.07","186.05"
8470,"martin","SD","1,073","8",0,"1",NULL,"0","7","745.57",0,"93.2","0","0","652.38"
8471,"ash flat","AR","1,072","1",0,"0",NULL,"1","0","93.28",0,"0","0","93.28","0"
8472,"center hill","FL","1,070","2",0,"0",NULL,"0","2","186.92",0,"0","0","0","186.92"
8473,"muldraugh","KY","1,070","2",0,"0",NULL,"0","2","186.92",0,"0","0","0","186.92"
8474,"new hope","TN","1,069","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8475,"plains","MT","1,067","5",1,"1",NULL,"0","3","468.6",93.72,"93.72","0","0","281.16"
8476,"billings","MO","1,066","1",0,"1",NULL,"0","0","93.81",0,"93.81","0","0","0"
8477,"clay city","KY","1,066","1",0,"0",NULL,"0","1","93.81",0,"0","0","0","93.81"
8478,"new philadelphia","PA","1,066","1",0,"0",NULL,"0","1","93.81",0,"0","0","0","93.81"
8479,"madison lake","MN","1,066","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8480,"mound city","MO","1,065","1",0,"0",NULL,"0","1","93.9",0,"0","0","0","93.9"
8481,"lincoln","PA","1,064","1",0,"0",NULL,"1","0","93.98",0,"0","0","93.98","0"
8482,"tyndall","SD","1,064","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8483,"edinburg","VA","1,063","1",0,"1",NULL,"0","0","94.07",0,"94.07","0","0","0"
8484,"reading","MI","1,063","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8485,"beaverton","MI","1,062","4",0,"0",NULL,"0","4","376.65",0,"0","0","0","376.65"
8486,"edinburg","IL","1,062","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8487,"ivyland","PA","1,062","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
